PMM:episode_rewards,avg_q_selected,advantage_norm,model_prob_std,explained_variance,frames,policy_gradient_loss,P09:episode_rewards,epoch_idx,policy_gradient_bias_correction,fps,q_loss,policy_loss,avg_q_retraced,grad_norm,policy_entropy,episode_length,P01:episode_rewards,rollout_prob_std
0.0,0.018924853081504503,0.0985071840385596,0.05814189873635769,-18.188976160685222,7200,-0.000116072828887089,0.0,1,0.0,468,0.0015848659907836311,-0.000116072828887089,0.019311308457205693,0.07284929537217226,2.0590341885884604,0,0.0,0.05814189923306306
0.0,-0.14019122887402774,0.16739547137791913,0.10020592957735061,-1090.5674029986064,14400,0.00031904423667583615,0.0,2,2.3141101280580814e-09,229,0.14412997011216552,0.00031904653393818687,-0.14706697119399906,2.8043624615492146,1.7252886390934388,0,0.0,0.10020592535535494
0.0,0.007341570686548948,0.015176537043104569,0.012180888932198286,-61.56082795461019,21600,-0.00018939224610221573,0.0,3,0.0,286,6.35968467577186e-05,-0.00018939224610221573,0.007239504562069972,0.006761309969200212,2.1888648589452107,0,0.0,0.0121808889011542
0.0,0.0030333310773130507,0.03141836828241746,0.009887745759139458,-42.575999895731606,28800,-6.284603775081147e-05,0.0,4,0.0,328,6.105141207323565e-05,-6.284603775081147e-05,0.0034066594283406935,0.0060752493364037066,2.1932868639628094,0,0.0,0.009887746007492145
0.0,0.0052501994728421176,0.017032874810198943,0.008729058876633644,-39.67569303512573,36000,-0.00012168059353522646,0.0,5,0.0,357,2.4878916156012566e-05,-0.00012168059353522646,0.0051934194440642996,0.0031472653945860073,2.1941773653030396,0,0.0,0.008729058876633644
0.0,0.002793927694438025,0.02337921098805964,0.007018768011281888,-50.14237937927246,43200,-6.36636448992552e-05,0.0,6,0.0,344,2.575905353599713e-05,-6.36636448992552e-05,0.0028234319218123955,0.0030694735066453733,2.1951473712921143,3325.0,0.0,0.007018768042325973
0.0,0.004010455954509477,0.0074808511262138685,0.008769796695560217,-42.84123312632243,50400,-7.432647459305978e-05,0.0,7,0.0,344,6.336410410767712e-06,-7.432647459305978e-05,0.004007787358326216,0.001640001081338451,2.1927162567774454,3325.0,0.0,0.008769796773170432
0.0,0.006888385551671187,0.011027187388390303,0.017323385318741204,-24.507478380203246,57600,-0.00017142026251046143,0.0,8,0.0,357,1.596130302156477e-05,-0.00017142026251046143,0.006778360352230569,0.003149390554283795,2.183121116956075,3325.0,0.0,0.017323385380829375
0.0,0.0028676880057901142,0.018354102596640588,0.006249451264739037,-13.882139205932617,64800,-6.318513020081203e-05,0.0,9,0.0,370,1.2721716423887604e-05,-6.318513020081203e-05,0.0027701454469934105,0.0017096191706804386,2.195626386006673,3325.0,0.0,0.006249451357871294
0.0,0.0027029830613173544,0.013026434943700831,0.0060271879968543845,-70.33898938496908,72000,-5.158535447359706e-05,0.0,10,0.0,382,9.718441409252895e-06,-5.158535447359706e-05,0.0026210689567960797,0.0016890012637106018,2.195760790506999,3325.0,0.0,0.006027187903722127
0.0,0.001870741475916778,0.02119987121162315,0.006253999813149373,-21.03537670771281,79200,-4.8832935461481006e-05,0.0,11,0.0,392,1.3239703025647032e-05,-4.8832935461481006e-05,0.0018560728892528763,0.001801833364071259,2.1956453641255695,3325.0,0.0,0.0062539998752375444
0.0,0.0016601378874232372,0.007463444148500761,0.004259623486238221,-31.122797171274822,86400,-3.9681620781569414e-05,0.0,12,0.0,400,2.94037618762862e-06,-3.9681620781569414e-05,0.0016208833025302739,0.0007739964193262389,2.196477190653483,3324.5,0.0,0.004259623509521286
0.0,0.004962994146626443,0.009655593273540338,0.013500402200346191,-10.609894275665283,93600,-9.340033296515079e-05,0.0,13,0.0,408,2.752159059582482e-06,-9.340033296515079e-05,0.004922566888853908,0.0011588830598919001,2.188428449630737,3324.5,0.0,0.013500401843339204
0.0,0.003098784542332093,0.00865089517707626,0.007439749160160621,-16.00257577896118,100800,-8.277546970324087e-05,0.0,14,0.0,416,5.880377326169158e-06,-8.277546970324087e-05,0.00305159295288225,0.0014759011218998465,2.1937640428543093,3324.5,0.0,0.007439749129116535
0.0,0.001245113216767398,0.020348745421506463,0.005362323174873988,-21.28940447171529,108000,-2.6726455348580203e-05,0.0,15,0.0,423,1.0471061483485754e-05,-2.6726455348580203e-05,0.0012379058500907073,0.0014857913086649811,2.1960471630096436,3324.5,0.0,0.0053623232369621595
0.0,0.001864963409025222,0.008636401655773321,0.004347296749862532,-35.804112084706624,115200,-4.574367612804053e-05,0.0,16,0.0,429,3.940084913741278e-06,-4.574367612804053e-05,0.001826298919816812,0.0008235902323911574,2.196455804506938,3324.5,0.0,0.004347296711057424
0.0,0.0009478638457441113,0.019852841330677388,0.005436908860343493,-10.450617755783929,122400,-2.3764748760507398e-05,0.0,17,-7.5425433012769066e-06,430,8.679237801756146e-06,-3.130729200580708e-05,0.0010476159080558102,0.0013231721719695305,2.195982178676696,3324.722222222222,0.0,0.012975554460962675
0.0,0.0011798075371951286,0.01024416791580965,0.006364174069770213,-8.281389067660248,129600,-2.2045452770403096e-05,0.0,18,-5.659221429015909e-06,425,2.533936758281258e-06,-2.770467408178471e-05,0.0011402632575736212,0.0006435784965216216,2.195446032560061,3324.722222222222,0.0,0.02236741028726101
0.0,0.0010539472535352776,0.0101759577711634,0.007533837214179813,-4.614452669424126,136800,-2.430698814201244e-05,0.0,19,-3.7182171798801934e-06,419,1.8582183224444374e-06,-2.8025205295144376e-05,0.0010348287635616215,0.000614792675289537,2.1946022761837107,3324.722222222222,0.0,0.02436641024770952
0.0,0.0002730891213334789,0.009601487756137632,0.006040958486279971,-5.263799899439647,144000,-8.919043017519001e-06,0.0,20,-2.8375204323076334e-06,414,1.754934990207816e-06,-1.1756563549799434e-05,0.00027082609255767387,0.0005054038284655709,2.195636824779409,3324.722222222222,0.0,0.020174614581462396
0.0,7.71697400326892e-05,0.008750658229414728,0.005682093193902382,-7.059650305339269,151200,-1.2880033947380656e-06,0.0,21,-2.4045519591848257e-06,412,1.5047193699994447e-06,-3.6925552597635727e-06,8.634345793383084e-05,0.0004557016393447361,2.1958089521006934,3324.722222222222,0.0,0.021994748786572246
0.0,-1.9637442290298128e-06,0.008483718346127446,0.0056695341716166935,-6.252903323835796,158400,1.0842641004705488e-06,0.0,22,-2.138109359338792e-06,406,1.3325908030500005e-06,-1.053845215303092e-06,2.9613992806945247e-06,0.0004122767466926916,2.195824772803872,3324.722222222222,0.0,0.022239320834762315
0.0,-6.330471220329522e-05,0.007478689780062245,0.005109583438530779,-7.785229319016369,165600,7.529533098928836e-07,0.0,23,-1.0396125437261038e-06,402,1.0319891974028564e-06,-2.8665916662318913e-07,-3.361142400091753e-05,0.0003478102853653262,2.196076476475033,3324.2916666666665,0.0,0.020260644121820513
0.0,0.0001323491544074641,0.006897374905728077,0.006759670278760875,-5.665386715357895,172800,6.260317266533772e-09,0.0,24,-1.1447956611836654e-06,399,7.12791460911773e-07,-1.138535290518905e-06,0.0001236134749001394,0.00035165523093256873,2.195052131521639,3324.2916666666665,0.0,0.02111689752195691
0.0,-2.8593808355044386e-05,0.00636371965559813,0.0059133608481340425,-7.33568695289748,180000,-3.056767767899388e-07,0.0,25,-3.8137383837058076e-07,397,6.727059146141095e-07,-6.870506620684648e-07,-1.7699452346025482e-05,0.00031951044445678036,2.195512367827552,3324.2916666666665,0.0,0.016038803091930554
0.0,-9.430440192398506e-05,0.00696601886512889,0.005381046596033099,-6.461146420070104,187200,2.1006255100959365e-06,0.0,26,-1.0614886399762204e-06,396,8.058982929086479e-07,1.0391368292919162e-06,-9.123254649461655e-05,0.00030354452443298493,2.1959387550467535,3324.2916666666665,0.0,0.017191022972304685
0.0,-6.439662098497167e-05,0.005499503963156333,0.004850602914066739,-9.379936766763214,194400,1.6273402011719372e-06,0.0,27,-4.091126984493655e-07,396,5.449407420580274e-07,1.218227451910589e-06,-6.081711899250015e-05,0.0002449888244657024,2.1961462042823667,3324.2916666666665,0.0,0.013748173447407133
0.0,-0.00010869554507483867,0.00650011335976949,0.005157162747623043,-8.726433971861685,201600,1.2459075097998715e-06,0.0,28,-6.125110770267242e-07,394,7.019642125004958e-07,6.333964037241853e-07,-0.00010652990222360536,0.00029355250518740253,2.196018473534357,3324.5333333333333,0.0,0.01760266453461973
0.0,-0.00015256600632515722,0.004936444490771338,0.004814971628458431,-8.815002112212003,208800,4.196177296123171e-06,0.0,29,-3.799631940240857e-07,394,4.220261630227699e-07,3.816214042111232e-06,-0.00015396081976850606,0.00023820459737236086,2.1961192278950303,3324.5333333333333,0.0,0.012428082807150315
0.0,-5.0167734838550885e-05,0.006305865707219623,0.006866378755653734,-7.345189692169041,216000,2.6344942282074944e-06,0.0,30,-2.074722462802002e-07,392,5.356793032997523e-07,2.4270220091716863e-06,-4.0134521126901417e-05,0.00033170925365336135,2.194883971287403,3324.5333333333333,0.0,0.01762515677082551
0.0,-9.326741430259986e-05,0.005309753693303306,0.0051116697621074745,-8.380104239264492,223200,4.3488059154777776e-06,0.0,31,-5.467584449549637e-07,391,4.608956813871762e-07,3.802047465212858e-06,-8.993800297211148e-05,0.00024135387193895174,2.1960185756317525,3324.5333333333333,0.0,0.016648988991386934
0.0,-0.0001683233958969111,0.005418417883366124,0.005042445839785542,-8.404099908367035,230400,3.4741302077812014e-06,0.0,32,-5.985997869553892e-07,389,4.7040273901617395e-07,2.875530452936598e-06,-0.00016251058117796273,0.00022967685867861256,2.1960408888449745,3324.5333333333333,0.0,0.014684774141106381
0.0,-0.0001764986538769191,0.0055627218959406486,0.0048457575670169985,-8.26409629765011,237600,4.460853145338919e-06,0.0,33,-5.841884495661625e-07,388,4.871602859434567e-07,3.8766647457348595e-06,-0.00016518315056422792,0.00022588080372061163,2.1961581777044072,3324.5333333333333,0.0,0.01290673216336429
0.0,-0.00013254941320101787,0.005025523240906224,0.004798055150442653,-8.748337916306088,244800,2.9999268718134236e-06,0.0,34,1.644688483769642e-07,387,4.127562816799551e-07,3.164395741555261e-06,-0.0001332038596050162,0.00021485710010273032,2.1961400010819156,3324.652777777778,0.0,0.015671774352116575
0.0,-3.628396238748674e-05,0.005112799285831258,0.006066488566683363,-7.606651110891943,252000,-1.5898833217657205e-07,0.0,35,-1.676095299289697e-07,386,3.7133633675309645e-07,-3.2659784483047143e-07,-4.0321419371930793e-05,0.00022801305619896074,2.1952653555516846,3324.652777777778,0.0,0.01742837594763841
