epoch_idx,grad_norm,avg_q_selected,frames,PMM:episode_rewards,fps,model_prob_std,q_loss,policy_entropy,avg_q_retraced,policy_loss,episode_length,policy_gradient_bias_correction,P01:episode_rewards,explained_variance,rollout_prob_std,advantage_norm,P09:episode_rewards,policy_gradient_loss
22,0.0006522481893527492,-0.0003426405162846726,158400,0.0,357,0.006930257694379342,2.228360117689675e-06,2.1952446433192208,-0.00032785470194565073,5.616408356917733e-06,3325.0,1.0896638158693828e-06,0.0,-7.166988554765624,0.016051089153206223,0.0116686986469437,0.0,4.526744554575141e-06
23,0.0004741065547807615,-0.00013907237040745857,165600,0.0,354,0.0062121757689690745,1.434319149746304e-06,2.195627940974882,-0.0001297217297202968,1.8831279621473655e-06,3324.5416666666665,-2.1035806496639983e-07,0.0,-9.825679826567873,0.014674794962412974,0.008948332152252237,0.0,2.093486090173459e-06
24,0.0004367638245061505,-0.00015848838102487615,172800,0.0,352,0.0061302938128117105,1.0598185899357503e-06,2.1956895095182722,-0.00014280236933339596,1.6304582740057598e-06,3324.5416666666665,9.332640565584081e-07,0.0,-9.686205456868198,0.01476051561636037,0.007727359656767568,0.0,6.971941560483256e-07
25,0.00035152665880182056,-5.609301798036125e-05,180000,0.0,350,0.0058598694351388435,7.917297013472219e-07,2.1958198932869726,-6.319249130391865e-05,-1.3742407606193248e-06,3324.5416666666665,-5.812844570051972e-07,0.0,-7.487921504400394,0.014591718435185226,0.007242645066356681,0.0,-7.929563368262674e-07
26,0.00038322497448664816,-0.00018704373049706826,187200,0.0,348,0.006043759846232002,1.0383692888168585e-06,2.195731284202091,-0.00018149279163466535,7.673493063342287e-07,3324.5416666666665,-1.0631629852746779e-06,0.0,-7.079509018905579,0.015407471579891292,0.008605893185313252,0.0,1.8305122804669904e-06
27,0.00026133315666997575,-0.00024145103560883964,194400,0.0,346,0.005457627925333178,6.063922495418863e-07,2.196005050782804,-0.0002406759483922364,7.860048947590758e-07,3324.5416666666665,-7.605522893794525e-07,0.0,-9.790968279390738,0.013275410876542862,0.006041295483440289,0.0,1.5465572027164009e-06
28,0.0003472423446161493,-0.0002317817527933758,201600,0.0,344,0.0059524049642052336,9.689127306370939e-07,2.195772007826775,-0.0002157724967066084,3.107910566085149e-06,3324.8166666666666,-3.802171036092712e-07,0.0,-8.388159876352265,0.013765825697420431,0.00804792312508595,0.0,3.488127657910972e-06
29,0.00023490394125861888,-0.00023169080183410915,208800,0.0,342,0.00569277699408349,5.091053893737248e-07,2.1959052801175867,-0.00022395874221388254,2.5292477898268696e-06,3324.8166666666666,-2.382378984047956e-07,0.0,-15.194716700680818,0.013452848680418324,0.005478997907572211,0.0,2.767485699473314e-06
30,0.00018726617664644856,-0.00016703512732621877,216000,0.0,341,0.0058495101313446735,3.364702591409682e-07,2.1958329746647487,-0.0001598713373979952,3.4722468579898774e-06,3324.8166666666666,1.2380716665750804e-07,0.0,-10.804455763435868,0.013612923503375401,0.004501648079168124,0.0,3.3484396935576084e-06
31,0.00021755101382630874,-0.00010183778429751611,223200,0.0,340,0.0057569001245643,4.823774371034355e-07,2.1958746886889826,-9.37766751473089e-05,1.4073466250634488e-06,3324.8166666666666,1.432934519345274e-07,0.0,-10.567997828305142,0.014340387377073783,0.005406740559675048,0.0,1.2640531816847243e-06
32,0.0002295513991083479,-7.419058617425958e-05,230400,0.0,339,0.006005841794346148,5.388256466050453e-07,2.1957603989707097,-6.78885866577056e-05,2.1116674182790294e-06,3324.8166666666666,-1.973424371095847e-07,0.0,-10.18623562614123,0.013681357022573204,0.005915716054107717,0.0,2.3090098325440064e-06
33,0.00023298994771733036,-6.535936215783974e-05,237600,0.0,338,0.006123737714157277,5.763913604143384e-07,2.195702299333754,-6.32168052350455e-05,2.575885147907214e-06,3324.8166666666666,-3.6932430855051915e-07,0.0,-9.59718303759893,0.012814791521319886,0.006036260140042739,0.0,2.9452094697482665e-06
34,0.0001882724734643071,-3.135896167308783e-05,244800,0.0,337,0.006071160782569596,4.4305964469683635e-07,2.1957307328654343,-2.6315373763598367e-05,-9.746577934198388e-09,3324.8611111111113,-1.22659506426955e-07,0.0,-18.04798416867458,0.013322161843282018,0.004972846849945122,0.0,1.12912939398836e-07
35,0.00016451974678417976,4.321565009053767e-05,252000,0.0,336,0.006100844940005569,2.8663291141624606e-07,2.1957185449991274,4.668980721002676e-05,5.427108468381602e-07,3324.8611111111113,2.5930704628669925e-07,0.0,-12.393056834838378,0.012892672698322694,0.004174396942159581,0.0,2.834037675997125e-07
36,0.00013465435179447726,9.336209097137538e-05,259200,0.0,336,0.005968720184727794,2.3536516869138245e-07,2.1957827857657084,9.37351775406742e-05,-5.369067853253217e-07,3324.8611111111113,1.0790855166189566e-07,0.0,-9.577697742401606,0.013044880845875937,0.0038118917298809738,0.0,-6.448153102576993e-07
37,0.00018413781597323282,4.22961094495445e-05,266400,0.0,335,0.006033113606178599,3.936123576788155e-07,2.1957554058486193,4.218160606154306e-05,-3.182654157481373e-06,3324.8611111111113,5.8837367746023554e-08,0.0,-8.367726074267376,0.012062628420230858,0.005083170471083245,0.0,-3.2414914799896237e-06
38,0.00013725863056984454,6.334580398932607e-05,273600,0.0,335,0.0059646213792877946,2.501525735846912e-07,2.195789068369638,6.682199346075308e-05,-3.6770186566805647e-06,3324.8611111111113,-1.9939469994861934e-07,0.0,-13.072767971252635,0.01312384446249491,0.003835311984423444,0.0,-3.4776239217184718e-06
39,0.0001831168139723273,9.729537444840505e-05,280800,0.0,334,0.0060507933012697674,3.8008977976257614e-07,2.1957472136285574,9.793287529765351e-05,-8.078268156385176e-07,3324.7619047619046,-5.339038753003248e-07,0.0,-10.698597270940978,0.012250302773715546,0.005082336909820568,0.0,-2.739229289024552e-07
40,0.00010993519217535082,8.598312481892746e-05,288000,0.0,333,0.005976616674756987,1.825491748460867e-07,2.1957837380524032,8.630136914155355e-05,-3.267459298391925e-06,3324.7619047619046,-4.798071134846317e-07,0.0,-24.803963413954417,0.012108525056268766,0.0032943778073201077,0.0,-2.787652176247942e-06
41,0.00013765253023118187,0.00011274375230509721,295200,0.0,333,0.0062959844968651256,1.7962715974672084e-07,2.1956235216534328,0.0001132938370766992,-1.9697148612641243e-06,3324.7619047619046,2.583764007516604e-07,0.0,-7.227163740415421,0.011704656972257895,0.003599978507101898,0.0,-2.228091261302528e-06
42,0.00011830035054747965,8.496779894080741e-05,302400,0.0,332,0.006130741170469534,1.902093239888935e-07,2.1957101694206713,8.685987627893428e-05,-8.925621697600823e-07,3324.7619047619046,1.1245762350518221e-07,0.0,-9.026261384846672,0.012539785619616934,0.0034506790108932203,0.0,-1.0050198096646332e-06
43,0.00013059147802185224,7.068201297183155e-05,309600,0.0,331,0.006185270723912658,2.1657725626764687e-07,2.1956845085109986,6.778287317181654e-05,-1.1917844291137977e-06,3324.7619047619046,2.687439463716898e-07,0.0,-15.402098355122975,0.011393109062383515,0.0038358848088524064,0.0,-1.4605283661641605e-06
44,0.0001157703587595257,4.981741788146823e-05,316800,0.0,330,0.006245769685553251,2.0989315753779924e-07,2.1956536632913877,4.9257675212761916e-05,-1.2317386523897057e-06,3324.7619047619046,1.557395549842554e-08,0.0,-12.506495307384629,0.010608413570162716,0.0035504439976086193,0.0,-1.2473126135763693e-06
45,0.00011866840608426719,2.6933422745249876e-05,324000,0.0,330,0.00628956955977686,2.0420140427582204e-07,2.195631766309814,3.25549368793663e-05,-1.8688568668438923e-08,3324.8125,5.092302231340674e-08,0.0,-35.39023475881607,0.01142951318170018,0.00357628853170556,0.0,-6.961160058650853e-08
46,9.591863352422666e-05,7.884387838299354e-05,331200,0.0,329,0.006320620617797234,1.4079369914598907e-07,2.1956157614913563,7.864919010464734e-05,-2.0587621891016237e-06,3324.8125,-3.575146697229838e-08,0.0,-37.951359595281104,0.012310959711491017,0.0028412886681492217,0.0,-2.02301070252328e-06
47,8.065259127208969e-05,0.00011110423833709503,338400,0.0,329,0.0063414010681487895,1.074858402094593e-07,2.1956057343091913,0.00011208410802814483,-3.0324781381779306e-06,3324.8125,-1.5395253308551446e-07,0.0,-18.590211954898937,0.010536308840099505,0.0024791331774336373,0.0,-2.878525599488633e-06
48,0.00011386846679168002,0.00012079403701692273,345600,0.0,328,0.006457759490373383,1.6558205919555398e-07,2.1955478883262662,0.00012094953862649005,-2.9837318598559983e-06,3324.8125,-2.229547493346755e-07,0.0,-12.195375831198124,0.011375683342524257,0.003588628154002002,0.0,-2.760777144623991e-06
49,8.691119943076399e-05,5.986905629717354e-05,352800,0.0,328,0.006519635634474634,1.2429443776928743e-07,2.195514963076859,5.781169133394432e-05,-1.0319536063703676e-06,3324.8125,-7.521202939630166e-08,0.0,-30.642483178210007,0.011071604676532346,0.002700680366450744,0.0,-9.567416061154818e-07
50,0.00012898706087911114,3.810916522245502e-05,360000,0.0,328,0.00668711239799719,2.288028766287566e-07,2.1954268682413,3.695804357973175e-05,-1.979817929118187e-06,3324.85,-7.558952926395154e-08,0.0,-7.6831736614937505,0.011121832310424124,0.0040531157938375915,0.0,-1.9042284107341392e-06
51,7.225814133224201e-05,4.524777017737715e-05,367200,0.0,328,0.006617907014904574,8.275433137238648e-08,2.1954641916259887,4.9451459760694845e-05,-2.195499324664124e-06,3324.85,-2.660436086597e-07,0.0,-93.38131063431028,0.010541912999913274,0.002112360767945112,0.0,-1.9294557030717003e-06
52,9.439867532922798e-05,0.00010892408006317589,374400,0.0,327,0.0069131854583358975,1.1559714444718165e-07,2.1953026585131092,0.00010799084155488347,-2.327091648890163e-06,3324.85,-2.1889585188777012e-07,0.0,-11.962940141110824,0.010676146717735925,0.0027694451232923834,0.0,-2.108195789902604e-06
53,9.1050969472918e-05,5.623465436419264e-05,381600,0.0,327,0.0068555529860387905,1.2559928139802692e-07,2.19533622727823,6.047175369260951e-05,-1.0180217046823333e-06,3324.85,3.199364259149473e-08,0.0,-11.196225087339917,0.010617365546890401,0.0028036817273130597,0.0,-1.0500153407953068e-06
54,9.556086814555932e-05,8.506459051941587e-05,388800,0.0,326,0.0068886504557153705,1.4211780862658346e-07,2.1953187233115,8.32761655622336e-05,-1.7226173090275206e-06,3324.85,6.333658307339318e-08,0.0,-26.10553711390369,0.010361400119333265,0.0030164822306121804,0.0,-1.785953895102064e-06
55,8.510016067379616e-05,3.240613469824803e-05,396000,0.0,326,0.006926378468938526,1.148917059068752e-07,2.1952979994955517,2.7319448976743483e-05,-8.744574538172099e-07,3324.85,5.555057622693336e-08,0.0,-21.792153489109545,0.011278288604078134,0.0027538096446990076,0.0,-9.30008016453965e-07
56,9.43370626861633e-05,4.439381359077964e-06,403200,0.0,325,0.006996964188502046,1.447187155837073e-07,2.1952584693166943,5.726943134171519e-06,3.334902344132793e-07,3324.78,1.0062070517475732e-07,0.0,-46.75508525151424,0.010718411536291045,0.003000491817239708,0.0,2.3286955701439877e-07
57,8.07242886879355e-05,2.3912569985175504e-05,410400,0.0,325,0.0071051658306482725,1.035613783320939e-07,2.1951961416258388,2.2638739071975646e-05,-8.857781043119338e-07,3324.78,-5.695192334290328e-08,0.0,-169.57162080612608,0.010844159731733803,0.0026127951662870243,0.0,-8.288261673936581e-07
58,7.719996687535333e-05,1.39874034100009e-05,417600,0.0,325,0.007193026310380569,8.821001677201095e-08,2.1951455770684527,1.4518486030326166e-05,-1.3729505886866952e-07,3324.78,-1.3020974668716374e-07,0.0,-29.643874713796347,0.01023414300597094,0.002412814450097654,0.0,-7.085309231035935e-09
59,8.42436324841037e-05,-1.8453409607543685e-05,424800,0.0,324,0.007187052797507643,1.0382844992893529e-07,2.1951502753534013,-1.63949344805055e-05,1.1710204795799235e-07,3324.78,-3.5299130102162574e-10,0.0,-14.993902010558141,0.011077049094000977,0.0027862185364568768,0.0,1.1745502248231057e-07
60,6.482815224678348e-05,3.324719838249148e-06,432000,0.0,324,0.007192344001239343,7.836812812126622e-08,2.19514689225053,8.499259039738598e-06,-2.6220114525143414e-07,3324.78,9.647206152977154e-10,0.0,-4203.378142759033,0.010037113124937084,0.0022078192057486175,0.0,-2.6316590113493997e-07
61,0.00010070187621765277,5.2556164703170986e-05,439200,0.0,324,0.007270851419208738,1.567157069410355e-07,2.1951015594081276,5.640476689371351e-05,-1.7270149756323835e-06,3324.73,9.915675750894947e-08,0.0,-47.24262779200992,0.01038619314128824,0.0033021479097363427,0.0,-1.8261717386799717e-06
62,6.340375476137784e-05,7.723854945354669e-05,446400,0.0,324,0.007194503937415513,7.150276744400677e-08,2.195146025220553,7.710632173719147e-05,-2.338837715891188e-06,3324.73,3.309343875795405e-08,0.0,-7478560897.429057,0.010157238516184162,0.0020448295073317007,0.0,-2.371931155674848e-06
63,7.522691114143727e-05,9.743797830785589e-05,453600,0.0,323,0.007380079208976694,8.531682798966676e-08,2.195036206519793,9.723291123074367e-05,-1.7507549408446632e-06,3324.73,3.150219381670944e-08,0.0,-205.9681113014524,0.009943328088903358,0.002455074732144769,0.0,-1.7822571169200086e-06
64,6.216361020436538e-05,6.48060535556298e-05,460800,0.0,323,0.007316394798505667,6.830504652035547e-08,2.195075247713498,6.529088460978837e-05,-1.8628883041910156e-06,3324.73,-4.7882511390782137e-08,0.0,-55.79005264923055,0.010511774259715506,0.0020723233674761147,0.0,-1.8150058149905844e-06
65,7.198053671818659e-05,4.0193482652812065e-05,468000,0.0,322,0.00744655008598642,8.266747970075034e-08,2.1949982577828964,3.896394489335643e-05,-2.607394497606127e-07,3324.73,1.1044282491714142e-07,0.0,-1671728667887.7722,0.010399342711284504,0.002518035571916682,0.0,-3.71182301765847e-07
66,6.917771486790706e-05,2.4142266774760374e-05,475200,0.0,321,0.007557334069301701,7.908817487715553e-08,2.1949313627844993,2.3153150662875046e-05,-8.320079709966259e-07,3324.73,-9.786469600237306e-09,0.0,-149.5712594991618,0.010345567869804301,0.002298514002967434,0.0,-8.222215022171602e-07
67,7.519076404328806e-05,-6.752980163154341e-06,482400,0.0,321,0.00768332421760426,1.0323376581670987e-07,2.1948548688064005,-6.255518454417912e-06,2.8718635551450166e-07,3324.86,2.462692425582573e-08,0.0,-21656934513.506046,0.010207787163317862,0.0025458886065189627,0.0,2.6255943213124404e-07
68,6.104917029209322e-05,1.1251121455324936e-05,489600,0.0,321,0.00771726108768403,5.7211497657394345e-08,2.1948333187898,1.0528426843176545e-05,-4.781631328128134e-07,3324.86,2.4876482269299698e-08,0.0,-23072773405.181564,0.010247245792985683,0.001962700354187178,0.0,-5.030396125393382e-07
69,5.828341824238808e-05,2.5773492709118e-05,496800,0.0,321,0.007847727724777565,5.915601584828385e-08,2.1947515750458866,2.7675197815239448e-05,-1.1184225933494556e-06,3324.86,-4.3044807555964965e-08,0.0,-26.28066473591795,0.010319411514248311,0.0019766644889671965,0.0,-1.0753777975869482e-06
70,7.348462621789242e-05,1.384731305653531e-05,504000,0.0,320,0.007862880880385144,8.659089888074351e-08,2.1947438916295923,1.2158655069749668e-05,-1.659338002337175e-07,3324.86,-9.610346109803946e-08,0.0,-108.37509155333515,0.010514101720847456,0.002538617306373554,0.0,-6.983034917735461e-08
71,5.943780547731897e-05,-1.548472262863472e-05,511200,0.0,320,0.00780953565281052,6.663055312465813e-08,2.1947774706378813,-1.4468185003497687e-05,5.530740725406442e-07,3324.86,1.2437444748936748e-08,0.0,-30.64409744544635,0.010977440286962384,0.001993233360633885,0.0,5.406366470049877e-07
72,8.683826442900143e-05,-1.1085504965288622e-05,518400,0.0,320,0.00791412022574583,1.2014764286916443e-07,2.194711589065809,-1.0960904629294578e-05,7.663604880360168e-07,3324.74,3.39202511275644e-08,0.0,-7.859350559465469,0.010232664368407328,0.0029967634157792565,0.0,7.324402218109703e-07
73,5.305872393717015e-05,-1.5956322917036783e-05,525600,0.0,320,0.00785882085378814,5.5706039554117974e-08,2.194747103991963,-1.6187946167998723e-05,2.1190595560487024e-07,3324.7,-1.1898131575288186e-07,0.0,-inf,0.0105982311944189,0.0017978350659584269,0.0,3.3088727721891904e-07
74,5.973925841558677e-05,2.416765533669131e-05,532800,0.0,320,0.007995816729519338,6.03343776513981e-08,2.194658564754895,2.5459876025285175e-05,3.7876450556657417e-07,3324.7,3.963920171896476e-08,0.0,-11512972938.180529,0.009960611031745519,0.0020438993467913977,0.0,3.391252879812183e-07
75,4.90610267798415e-05,-7.682652226462479e-06,540000,0.0,320,0.007915459242543546,4.8751050323780885e-08,2.194710879259639,-5.683632928874504e-06,1.1888080189179951e-07,3324.7,1.3649964923407145e-08,0.0,-56.87705512720526,0.009602636822835646,0.001700613420946388,0.0,1.0523085163187043e-07
76,6.77471696870115e-05,-1.0765739794741633e-06,547200,0.0,320,0.007938666393279429,7.704527739101964e-08,2.194696679468508,-1.2234145413635308e-06,-2.1434075361059906e-08,3324.7,1.6683555161547827e-07,0.0,-23.170206251090796,0.00997719209308603,0.00240862379797356,0.0,-1.8826961055755406e-07
77,5.620308869316123e-05,-1.6085440465850306e-05,554400,0.0,320,0.00787882273007469,6.127108950632268e-08,2.194734428087182,-1.2534991332152047e-05,2.507391043875504e-07,3324.7,1.0245718400850227e-07,0.0,-15370859960.6329,0.009821992731316505,0.0019442122122704346,0.0,1.4828192413597554e-07
78,6.400272454348942e-05,2.2451359498256023e-05,561600,0.0,319,0.00786083909419301,8.88794684552202e-08,2.194745559720766,2.3823880960792118e-05,-1.2379517952574588e-06,3324.66,4.841978483989885e-08,0.0,-566690373706933.6,0.0100368195836415,0.002289857522485204,0.0,-1.2863715572400622e-06
79,4.923708114254486e-05,3.873576491097689e-05,568800,0.0,319,0.007891823838091647,4.958302591051545e-08,2.194725806571188,3.739026981030799e-05,-9.524018232345966e-07,3324.66,4.742109805455994e-08,0.0,-inf,0.011102427441593522,0.0017050103109146977,0.0,-9.998229311960642e-07
80,5.0952391613536896e-05,4.186276256066905e-05,576000,0.0,319,0.007968408988589156,4.8593358206493396e-08,2.194676606528973,4.108088047305331e-05,-7.55659827431126e-07,3324.66,2.1023494580163945e-08,0.0,-106.69561657312212,0.009913605184493853,0.0017779027674036808,0.0,-7.76683328966525e-07
81,6.193583874152576e-05,-2.3972510062090112e-05,583200,0.0,319,0.007938344467236664,7.001134332027538e-08,2.1946971304517575,-2.5480947307188737e-05,4.4905015383113206e-07,3324.66,-3.813016329444628e-08,0.0,-14505158219.111994,0.009889928558096043,0.002211560478950949,0.0,4.871803234284025e-07
82,5.091439884884157e-05,-2.4704226979318424e-05,590400,0.0,319,0.007891981569525329,5.71805847427014e-08,2.19472655209284,-2.3453047896855387e-05,1.81563728522255e-06,3324.66,5.905268038683892e-08,0.0,-404753158205.7437,0.010309842868878077,0.0017650987573258122,0.0,1.7565846029372647e-06
83,6.795362824221482e-05,-2.157045460652815e-06,597600,0.0,319,0.007923229220831707,7.86745811107569e-08,2.194707049301406,4.456933170445497e-08,2.701748044491476e-07,3324.66,4.5057296860204474e-08,0.0,-18.164014395598095,0.01020979449763413,0.0024179420343606937,0.0,2.251175236390879e-07
84,4.856101197569262e-05,1.61440881238699e-05,604800,0.0,319,0.007880185349276488,5.254363090793741e-08,2.1947343503608905,1.888505998763664e-05,-2.829047555105903e-07,3324.72,-1.9285665036804858e-09,0.0,-11386877300986.393,0.010226974978823727,0.001702460912870095,0.0,-2.8097616828317697e-07
85,5.097492427638506e-05,4.922841805327174e-05,612000,0.0,319,0.007995220204616372,4.6854736338792374e-08,2.1946607434388365,4.887499539277228e-05,-4.957402424059266e-07,3324.72,4.6812814726451405e-08,0.0,-inf,0.009491440094987261,0.0018164122325042323,0.0,-5.425530508824344e-07
86,4.3548431055223136e-05,2.985380828601205e-06,619200,0.0,319,0.007974977114400457,4.263019186399025e-08,2.1946741806199315,3.6474484232939995e-07,-6.184505728533267e-07,3324.72,-8.373581244861849e-08,0.0,-inf,0.008949288435972653,0.001585779148593923,0.0,-5.34714754679153e-07
87,6.469635123141103e-05,-2.2706985512538783e-05,626400,0.0,318,0.00799491751956305,7.412071929116798e-08,2.194661914084954,-2.018160173724516e-05,1.2566290155649283e-06,3324.72,4.02868501177201e-08,0.0,-6270946156.147241,0.00887400346226059,0.0023140164557856908,0.0,1.2163421722779348e-06
88,4.922424281767803e-05,-7.724909339222432e-06,633600,0.0,318,0.008010161154664481,5.3853989545269254e-08,2.194651912394024,-7.455118307246925e-06,3.939185076946901e-07,3324.72,5.669079885423999e-08,0.0,-139097289867.52032,0.008758153541003741,0.0018130066415167295,0.0,3.372277048246031e-07
89,6.0019120339275914e-05,2.7943392360633103e-06,640800,0.0,318,0.008048928907700375,7.598844034810677e-08,2.194626814155351,3.214502126857744e-06,3.0548691508385266e-07,3324.67,7.545459875133312e-08,0.0,-28106381586.32415,0.008790172368396448,0.00221005376862342,0.0,2.300323123623618e-07
90,4.4430776364585656e-05,-1.305451121065399e-06,648000,0.0,318,0.008061227202058213,4.2021023350394336e-08,2.1946186869705797,6.111666971602988e-07,-3.2457479245295274e-07,3324.67,9.076470111081442e-09,0.0,-inf,0.008486462181659474,0.0016086556915839807,0.0,-3.3365126413106983e-07
91,4.221934434224716e-05,5.960903661385179e-05,655200,0.0,317,0.008089563575198765,3.480504161287437e-08,2.194599847566514,6.0303976343993055e-05,-6.218270615500305e-07,3324.67,-8.125068186523219e-08,0.0,-6.925885014351083,0.008441706758901654,0.0015818776600638187,0.0,-5.405763764938428e-07
92,5.0367896327293665e-05,3.244926056930929e-05,662400,0.0,318,0.008043949323405743,5.208392420651149e-08,2.1946301704487468,3.3586602706455544e-05,-7.470143921900512e-07,3324.67,9.395587792884838e-09,0.0,-314738917860.19666,0.008403772734815166,0.0018430746250686796,0.0,-7.56409974608564e-07
