episode_length,P09:episode_rewards,fps,policy_gradient_loss,avg_q_retraced,epoch_idx,advantage_norm,PMM:episode_rewards,explained_variance,policy_loss,rollout_prob_std,policy_entropy,q_loss,P01:episode_rewards,policy_gradient_bias_correction,avg_q_selected,grad_norm,model_prob_std,frames
3324.75,0.0,383,-4.626605699134719e-05,0.002230117644648999,11,0.02585330532553295,0.0,-8.692586914698284,-4.626605699134719e-05,0.006504812727992733,2.195472566286723,1.348501439035014e-05,0.0,0.0,0.002226330405877282,0.0020800491128253537,0.0065048126193384325,79200
3324.875,0.0,390,-6.652929417517346e-05,0.002176190963170181,12,0.006161863232652346,0.0,-25.104286829630535,-6.652929417517346e-05,0.004754113499075174,2.1962945540746053,2.160900005065969e-06,0.0,0.0,0.0022180385033910475,0.0007443329021150003,0.004754113576685389,86400
3324.875,0.0,399,-7.416546480574956e-05,0.0037682102682689827,13,0.004362839398284754,0.0,-30.717168124516807,-7.416546480574956e-05,0.005920426206042369,2.1957431475321454,1.3697701191972555e-06,0.0,0.0,0.0037989227178816995,0.0007354470493049572,0.005920426330218712,93600
3324.875,0.0,407,-6.753412217221921e-05,0.0027157676173374056,14,0.004524565860629081,0.0,-15.70841383934021,-6.753412217221921e-05,0.004528140765614808,2.1963486750920613,7.73738821161866e-07,0.0,0.0,0.002747080250022312,0.0005420696723604602,0.004528140688004593,100800
3324.875,0.0,414,-4.24128002919133e-05,0.0018626765076381465,15,0.0253702016081661,0.0,-20.266780789693197,-4.24128002919133e-05,0.005785784924713274,2.195840525627136,1.1231988233362245e-05,0.0,0.0,0.0018935734561334053,0.0018567510636085304,0.005785784870386124,108000
3324.875,0.0,420,-3.462027719554802e-05,0.0016140261432155967,16,0.008517730600821475,0.0,-23.765095408757528,-3.462027719554802e-05,0.004004752061640223,2.196525796254476,2.945375841297467e-06,0.0,0.0,0.0016595617324734727,0.0007194612753315232,0.0040047520849232875,115200
3325.027777777778,0.0,422,-6.035193129570694e-05,0.0019959145430974395,17,0.02408204344407995,0.0,-10.290589817932673,-5.7669561385864654e-05,0.008599572089484095,2.195943170426384,1.0335519334197281e-05,0.0,2.682369913539365e-06,0.0019804698216224397,0.001773830907618635,0.005513730574840872,122400
3325.027777777778,0.0,418,-9.511015932070049e-05,0.001980361799508082,18,0.01690909683949218,0.0,-14.121709374889495,-8.163099381323581e-05,0.013773173340152772,2.195579565385031,1.4647492149765504e-05,0.0,1.347916487055447e-05,0.0020210433248818538,0.0011126587543456238,0.006102042299998362,129600
3325.027777777778,0.0,413,-3.865501464894854e-05,0.0017523456279914605,19,0.011010366053337097,0.0,-8.74350128989371,-3.065859312889029e-05,0.01336445307590082,2.1947990559490904,2.1118083128488786e-06,0.0,7.996421691750186e-06,0.001767871949987094,0.0007555924198153544,0.007361941825624348,136800
3325.027777777778,0.0,411,-2.841180515524287e-05,0.0012134100466941373,20,0.011240999991173988,0.0,-5.8978903087737065,-2.525171871333761e-05,0.013333891303544598,2.195707238843201,2.184474478024931e-06,0.0,3.1600864880995566e-06,0.0012207068654242902,0.000657767193480406,0.005969426487141324,144000
3325.027777777778,0.0,408,-2.7122464113920126e-05,0.0011094534364125507,21,0.010521577165256348,0.0,-10.251631983332533,-2.325099878936227e-05,0.011166060610431636,2.1958252220841317,1.8978497952610547e-06,0.0,3.87146539725398e-06,0.0011092430384270356,0.0005867177923474475,0.005750982904998912,151200
3325.027777777778,0.0,404,-0.00012044040633802964,0.00134751358196366,22,0.02252971328123566,0.0,-6.449350454939736,-0.0001149556474465667,0.012388018292612666,2.194850230330513,2.5313810736166894e-05,0.0,5.484763693895353e-06,0.0014006052616054793,0.0009730793217870621,0.007335914816219538,158400
3324.6875,0.0,402,-2.7133254029794195e-05,0.0011677890921904083,23,0.008808566062075517,0.0,-5.63099347992549,-2.1057937432062092e-05,0.01116397241982336,2.194593160701176,1.3126754644115442e-06,0.0,6.075316523467989e-06,0.0011796356513560377,0.00040263252657623725,0.00776362438604886,165600
3324.6875,0.0,400,-2.481177609030749e-05,0.001133546119073231,24,0.007702703227928998,0.0,-5.891421218593285,-2.1803525814006706e-05,0.013902160343479996,2.1933556304659163,9.538213306803027e-07,0.0,3.0082503533724885e-06,0.0011410101453949843,0.00034527816577183275,0.009146180524085475,172800
3324.6875,0.0,397,-1.9214158741307367e-05,0.000845047441306099,25,0.006864301993592615,0.0,-6.561258660192212,-1.7745276267613573e-05,0.013932906454385914,2.194000596870821,7.433225289037648e-07,0.0,1.4688824611002674e-06,0.0008524081641829711,0.0002967321780138928,0.00848814045621092,180000
3324.6875,0.0,397,-0.00016166989585508757,0.0009281231767436978,26,0.031783401522118344,0.0,-7.634088762378883,-0.0001642913767419016,0.0115592073147535,2.1925209600206403,4.309157955079395e-05,0.0,-2.621482651292319e-06,0.0010240884658910714,0.0012156796514167843,0.010251694617031643,187200
3324.6875,0.0,395,-1.2590351482497934e-05,0.0005337325355266951,27,0.008475619754393674,0.0,-11.292624327190339,-1.9616031871288828e-05,0.013095436303835691,2.1917786435096986,1.2761174190403481e-06,0.0,-7.0256804295331865e-06,0.0005496651715111513,0.00048809903825785514,0.011106269479847499,194400
3324.75,0.0,392,-8.243574141467722e-06,0.0005301495479303419,28,0.01048279282995888,0.0,-6.506883813672883,-4.700511662578321e-06,0.01351986488622146,2.191881475333929,1.7231547515441733e-06,0.0,3.543062497569746e-06,0.0005416214536078729,0.0004908760436913415,0.011042162315512792,201600
3324.75,0.0,390,-1.1581042365450513e-05,0.0005645914488478512,29,0.006842605188486607,0.0,-5.498155994282829,-8.95105019510119e-06,0.01165313405552738,2.191655658652084,7.258099333417697e-07,0.0,2.629992146755714e-06,0.0005534281330774045,0.0002912672792406186,0.011271539519310488,208800
3324.75,0.0,389,-1.3343287027694151e-05,0.0006038981511457159,30,0.0069083143141867205,0.0,-6.416178023455637,-1.2381371925224063e-05,0.015129372001614511,2.188093138971026,7.322108580172625e-07,0.0,9.619150657643545e-07,0.0005996729334352523,0.00030116369625789,0.013989119524956635,216000
3324.75,0.0,386,-1.3168510603178669e-05,0.000516729173040932,31,0.007220142702661642,0.0,-6.093978882256238,-1.1683792398095293e-05,0.01447102253858476,2.1918752774637786,7.788030372283492e-07,0.0,1.4847181750251329e-06,0.000520026758406202,0.0002863155834218624,0.011114450070426671,223200
3324.75,0.0,385,-8.927499662042696e-06,0.000449015186588642,32,0.007272663556666684,0.0,-9.103337989648185,-6.172327737630775e-06,0.011940519537477354,2.191821454678263,8.434713525039072e-07,0.0,2.7551719198833374e-06,0.0004529272716299312,0.00030037110819901454,0.011168792986510587,230400
3324.75,0.0,384,-8.188501219197835e-06,0.000343180312236693,33,0.007361602609277711,0.0,-7.583929889344034,-6.2991173929703634e-06,0.01266149539803524,2.191947357143674,7.694169869822566e-07,0.0,1.889383784418035e-06,0.00035597371312813645,0.00028476712280142425,0.011082018514819166,237600
3324.875,0.0,383,-7.386566400718102e-06,0.00029883623069170806,34,0.006647620009200276,0.0,-6.066295688203743,-4.772940718304226e-06,0.011522081555731086,2.192036045257231,6.404918547075929e-07,0.0,2.613625689721146e-06,0.0002981185207573241,0.00026191101581558304,0.011000108921072739,244800
3324.875,0.0,381,4.167126815789719e-06,0.0007083039056279058,35,0.012222390448132213,0.0,-8.034992688140541,4.621965766232061e-06,0.014292963406375345,2.189943757142339,1.4416405458056697e-05,0.0,4.54838133857117e-07,0.0006889385492231377,0.00033169554544240084,0.012730424837825237,252000
3324.875,0.0,380,-1.3822639539217194e-05,0.0006346912355816345,36,0.00574182209679358,0.0,-6.605412364573707,-1.2571030196465385e-05,0.013461407051377352,2.190703607248882,4.800441395205261e-07,0.0,1.2516093123253533e-06,0.0006400152464468395,0.0002151089265699247,0.012190503547788554,259200
3324.875,0.0,379,-9.125923194693975e-06,0.0004974169601440995,37,0.007664388802266562,0.0,-6.385498173690978,-8.070423647259377e-06,0.012950254589659238,2.1916283363860747,7.818962428970733e-07,0.0,1.0554995551012713e-06,0.0005020943705185634,0.00029357725287823425,0.011444785347991874,266400
3324.875,0.0,377,-6.217897563000891e-06,0.00029693673437655266,38,0.005361643562043485,0.0,-9.45618940384615,-4.552557397221426e-06,0.012918171738995064,2.191967440654361,4.18598302028821e-07,0.0,1.6653401948172613e-06,0.000303617169953964,0.00020058179776964336,0.011091157940534193,273600
3324.7976190476193,0.0,376,-5.531707769927424e-06,0.00023292229379462675,39,0.0069409578493824,0.0,-6.73411257342056,-3.5620225758375997e-06,0.011746360918324657,2.1923060851280023,6.673479597881e-07,0.0,1.969685183787516e-06,0.00022184270155600535,0.0002460050598243409,0.010745411169082028,280800
3324.7976190476193,0.0,374,-3.5239312093362813e-06,0.00012775856071931677,40,0.004631632319666942,0.0,-5.781722195829664,-2.4167967233264363e-06,0.01227016915397216,2.1925687481707365,3.1140803431364986e-07,0.0,1.107134466897467e-06,0.0001276641777833363,0.000164468402930311,0.010440939723011402,288000
3324.7976190476193,0.0,374,1.1207747428638834e-07,6.688656499918387e-05,41,0.004661442704373114,0.0,-6.258957929333681,5.879213841567845e-07,0.013260136563860611,2.19040583443074,2.9712895915589006e-07,0.0,4.75843929910098e-07,6.65967014935545e-05,0.00017338016193338675,0.012231499489603772,295200
3324.7976190476193,0.0,373,-3.147047829323302e-07,5.3501983186518495e-05,42,0.004665035443906002,0.0,-6.762836387463105,8.073489408413215e-07,0.01269107252420417,2.192773815964022,3.199853829845235e-07,0.0,1.1220537550725531e-06,5.426696631633489e-05,0.00015860902526884584,0.010170192322362097,302400
3324.7976190476193,0.0,373,4.516610985418944e-06,0.0003402544106954559,43,0.009653581884769174,0.0,-8.845294850749887,5.813175884427219e-06,0.012186838289807465,2.192961313140513,9.15798449595531e-06,0.0,1.2965650122325403e-06,0.0003200228780773781,0.00025888968187666163,0.010012472279236786,309600
3324.7976190476193,0.0,372,-1.1246420259255942e-05,0.0004647897844224487,44,0.004812349887677497,0.0,-8.335848061973055,-1.0365718200587418e-05,0.011364155797696703,2.192877487740647,3.3261638691019835e-07,0.0,8.807020644057312e-07,0.00046694729503152693,0.00017125620926808526,0.010132927501044662,316800
3324.8958333333335,0.0,372,-1.0978260660396768e-05,0.0004791371672440113,45,0.005067677340174135,0.0,-5.8931028870836135,-1.0230001700959759e-05,0.012619853039708227,2.192817612526909,3.5283493826907646e-07,0.0,7.482589769119886e-07,0.0004745896178157261,0.00017028208101129398,0.010191177076674881,324000
3324.8958333333335,0.0,370,-8.874063392061067e-06,0.0004116427051664003,46,0.004133377664775503,0.0,-6.0655690059408425,-8.34376899963738e-06,0.01247130589134162,2.1919081370477325,2.381441975235667e-07,0.0,5.302943882500939e-07,0.00041813327635808166,0.00014047412195419958,0.011004293862194496,331200
3324.8958333333335,0.0,370,-9.365576938816148e-06,0.00036918614703320183,47,0.004324330676869962,0.0,-6.01184358258096,-9.11831364255537e-06,0.012776515996206807,2.1917049582610053,2.639432330816638e-07,0.0,2.4726328010250845e-07,0.00037537062948796943,0.0001529762819040598,0.0111968704503616,338400
3324.8958333333335,0.0,370,-5.7954376845349745e-06,0.00026050231622653044,48,0.004913356972561266,0.0,-5.684170308822678,-5.447593809142362e-06,0.010882147271740474,2.1928321044974854,3.1963559266268143e-07,0.0,3.478438930800493e-07,0.0002669328943336893,0.00016518959893030942,0.010170869974471218,345600
3324.8958333333335,0.0,370,-5.2229281538862425e-05,0.00025697957924335023,49,0.011032244219520456,0.0,-12.30261621927458,-5.1568093464248295e-05,0.012241977544312943,2.191420996056663,1.4326014320352055e-05,0.0,6.611868133447951e-07,0.0002769950616239508,0.000428175634060397,0.011564142725186513,352800
3324.94,0.0,369,-8.223982576996352e-06,0.0003171477263344038,50,0.005622962897668029,0.0,-5.8767186327855585,-7.154714050400549e-06,0.014066955704452986,2.1908782432473815,4.331666091935943e-07,0.0,1.0692685337827675e-06,0.0003198554751065119,0.00019857909712119693,0.012092163409431207,360000
3324.94,0.0,369,-6.783722785338905e-06,0.0002744287652180348,51,0.004080236751508281,0.0,-4.689249052966714,-5.817185448880428e-06,0.012869238445643711,2.191035495261666,2.4286180173457044e-07,0.0,9.665373821411128e-07,0.00028149028236218747,0.000137368296545921,0.011963660832797547,367200
3324.94,0.0,369,-5.2389437702829845e-06,0.00014509526693417822,52,0.004177163183855733,0.0,-6.373465324668658,-5.084342028636509e-06,0.014584450239849047,2.1880662359352465,2.4808755206139163e-07,0.0,1.5460176008514116e-07,0.00014161379590563175,0.00015569535540844575,0.014086267008919209,374400
3324.94,0.0,369,-3.4834584768609894e-06,0.00015530699384567377,53,0.004317829861633188,0.0,-5.800596056779225,-2.636551896828332e-06,0.01318335313002564,2.1913169460731843,2.635246379165256e-07,0.0,8.469065669970182e-07,0.0001522779598603631,0.00014280326837129697,0.011712188713200806,381600
3324.94,0.0,368,-1.4053230628357678e-06,5.744912837561664e-05,54,0.004970367076709249,0.0,-6.829439357752522,-3.347811725898125e-07,0.012256840900308574,2.1915975820482094,3.48293092140408e-07,0.0,1.0705419024843958e-06,5.5764067889045144e-05,0.00016882195496170936,0.01142020269945047,388800
3324.94,0.0,369,-8.766552963650265e-07,3.741059193911212e-05,55,0.004385226010466574,0.0,-7.015564222033062,2.881699938518102e-07,0.011819923851496134,2.191599615238331,2.74163142080928e-07,0.0,1.164825271277818e-06,3.360118421674978e-05,0.0001458264149938851,0.01139091059862434,396000
3324.91,0.0,368,-9.717591400860007e-07,3.869028733093829e-05,56,0.00409354658197521,0.0,-6.571516280041801,2.508790238927625e-07,0.011789595135487618,2.191870922402099,2.516497122475427e-07,0.0,1.222638198291069e-06,3.856742572885312e-05,0.00013914445688425974,0.011137885187528338,403200
3324.91,0.0,368,-2.0003949316327377e-06,1.186579927408033e-05,57,0.0036195400413529207,0.0,-6.15964918550045,-1.145618162353766e-06,0.012711364082405691,2.1908233420842538,1.8794147183666303e-07,0.0,8.547767460431673e-07,1.2252127252968837e-05,0.00012746055369964446,0.011902592078100144,410400
3324.91,0.0,368,4.687834034519564e-07,1.3971424044314589e-05,58,0.0035925584955893335,0.0,-6.597364491091834,1.1000546083268829e-06,0.013478924710200065,2.189990759845133,1.9108808127536273e-07,0.0,6.312711694305224e-07,9.212322931638801e-06,0.00013057145802626953,0.012582195767339457,417600
3324.91,0.0,367,1.266004881085712e-06,-1.715893243032471e-05,59,0.004250471888765486,0.0,-6.563224691139671,2.332440577799671e-06,0.012080924089488666,2.1918310191096335,2.5337492715691055e-07,0.0,1.066435670706955e-06,-1.8074301526392027e-05,0.00014710890890225938,0.011134008094245059,424800
3324.91,0.0,366,2.40542467969711e-06,-0.0001229507914018301,60,0.003373034499564798,0.0,-7.173010020551343,3.468376112495059e-06,0.010340952852346898,2.1922465185232607,1.8373307106042502e-07,0.0,1.06295144957853e-06,-0.00012512012400830254,0.00012152435770862263,0.010717260989769505,432000
3324.75,0.0,366,3.896301740703746e-06,-0.00016098120824406377,61,0.004380771010463057,0.0,-5.606659779545491,5.155521857095176e-06,0.011617228342016922,2.1922419049878603,2.6875785992321186e-07,0.0,1.2592201342738937e-06,-0.00016315505888813534,0.00015056125111253846,0.01069077689264699,439200
3324.75,0.0,365,3.2162355827327554e-06,-0.00015794074484246385,62,0.0027081638682770856,0.0,-3.88253909617304,4.099144583467196e-06,0.011868617596809617,2.192620311368825,1.1819750190609303e-07,0.0,8.82909004254706e-07,-0.00016448926692364007,9.054911870605611e-05,0.010282443630888283,446400
3324.75,0.0,365,1.6760239700314769e-06,-3.8301746363546546e-05,63,0.0031781687774287697,0.0,-4.244961092024253,2.3905086783578873e-06,0.013090953606466648,2.189970572032626,1.4722640571191556e-07,0.0,7.144847330745391e-07,-3.951775247441503e-05,0.0001146318001042591,0.012503048609424796,453600
3324.75,0.0,364,1.7068706466894896e-06,-0.0001293968243091438,64,0.00290867276941229,0.0,-4.4951925219713695,2.3427418969375566e-06,0.01104430355885554,2.1925041072929976,1.3320590696297666e-07,0.0,6.358712679620097e-07,-0.0001310670250418806,9.519686558911548e-05,0.010390603209133679,460800
3324.75,0.0,364,2.6084598734602694e-06,-0.00015483072674926977,65,0.0033568997331217387,0.0,-4.779187166438532,3.1556406193834204e-06,0.011376267575225227,2.192472145342953,1.6246815461373506e-07,0.0,5.471807465520182e-07,-0.00016094394035906677,0.0001042405933371525,0.010437074723091744,468000
3324.75,0.0,364,1.948302354713905e-06,-9.730555388583771e-05,66,0.0028758727105256793,0.0,-5.999388392879849,2.276217542867386e-06,0.011386686620590763,2.1925278181216075,1.3306288121847777e-07,0.0,3.279152160071792e-07,-0.00010055828772728711,9.552584446142478e-05,0.010387094507348678,475200
3324.83,0.0,364,3.029159687862922e-06,-0.00010663273360962563,67,0.0031027330482925565,0.0,-5.265256754399609,3.5108784853866416e-06,0.010741073623270033,2.192943255257985,1.5125337184319285e-07,0.0,4.817188144933782e-07,-0.00010566680169110668,9.627380305500234e-05,0.009952678261718972,482400
3324.83,0.0,364,2.812822073378927e-06,-8.660739534993881e-05,68,0.0025466217938210035,0.0,-4.298956109455654,3.052803121959872e-06,0.01253081847244637,2.19201408791479,9.691402222909683e-08,0.0,2.399810197493006e-07,-8.851920906236816e-05,8.100111050319124e-05,0.010772151854431268,489600
3324.83,0.0,363,3.654334310145905e-07,-1.8875187175420628e-05,69,0.002519605526913582,0.0,-5.241022565251304,6.911038311337445e-07,0.012371618357941596,2.1909715092371376,9.464917710694508e-08,0.0,3.256703989027725e-07,-2.2368850909145526e-05,8.086696758124335e-05,0.011654097021609132,496800
3324.83,0.0,363,7.583407229572063e-07,-4.2504403270903465e-05,70,0.0028812500895675467,0.0,-6.004542936383101,1.3502779938925238e-06,0.012550720327617552,2.192504875483336,1.219238111791406e-07,0.0,5.919372660645519e-07,-4.369675327764498e-05,8.754514888093731e-05,0.010400544937759163,504000
3324.83,0.0,363,4.2488380654801456e-07,-3.0933335806344256e-05,71,0.002420712472563277,0.0,-7.712384042522263,7.710388509628451e-07,0.011058650807152308,2.1927343613760812,9.658434922813503e-08,0.0,3.4615503270522e-07,-3.0482561904242466e-05,7.834502423212796e-05,0.010170549209052252,511200
3324.84,0.0,362,5.418473152347116e-07,-1.883560670650079e-06,72,0.0030839510062720538,0.0,-6.577526553944936,9.943860821351444e-07,0.012417999676739176,2.19264297662904,1.4372882181674568e-07,0.0,4.5253876573260723e-07,-8.144621818702932e-07,9.36729257835243e-05,0.010265090922608222,518400
3324.79,0.0,362,3.6690973143515775e-07,-5.577420384168788e-05,73,0.0020687582632720925,0.0,-4.783193707130402,5.695644721900998e-07,0.01106684866671089,2.192603989522465,7.06408539746458e-08,0.0,2.0265473614082686e-07,-5.808145927837252e-05,6.290119700551321e-05,0.010294030788368016,525600
3324.79,0.0,362,1.4837144581990296e-05,0.00015344126539118452,74,0.007851437676415246,0.0,-13.848499541329959,1.5686483404773416e-05,0.013115014104226795,2.190604958174721,1.171721698988299e-05,0.0,8.493385750111494e-07,0.00012575759069876155,0.00017902703646957476,0.011931163528022511,532800
3324.79,0.0,361,-5.7343755473087605e-06,0.0002695546981068753,75,0.0021886310741233285,0.0,-9.148000152319195,-5.303785054626098e-06,0.01203983102374459,2.1923928857984993,8.272136891415836e-08,0.0,4.305904853456135e-07,0.00026774681102757487,7.103659574472008e-05,0.010523461796905076,540000
3324.79,0.0,361,-5.476631291206075e-06,0.0002699455741236865,76,0.0026344624554560394,0.0,-5.9570056611867175,-5.065102637500421e-06,0.01137757625287305,2.192563538393647,9.758887427361972e-08,0.0,4.115286541032261e-07,0.0002714570554002344,7.697297257258907e-05,0.010384579376223937,547200
3324.79,0.0,361,-5.47807668304944e-06,0.0002515303233883094,77,0.0022041085158669075,0.0,-8.041881082947294,-5.123916375014859e-06,0.01092966081643546,2.1925911613683855,7.926411984816884e-08,0.0,3.541603258575044e-07,0.00025481052790714856,6.993032247294031e-05,0.010352670279154109,554400
3324.71,0.0,361,-4.410552818307641e-06,0.00018367856490711447,78,0.0024059199546006857,0.0,-5.972480027749884,-4.24641729449466e-06,0.010696281277951563,2.192776298836024,9.133421552291959e-08,0.0,1.6413552805491997e-07,0.00018607350986222886,6.8804094411484e-05,0.01016665583697048,561600
3324.71,0.0,361,-3.812899760347255e-06,0.00018191718841759243,79,0.0019681027891379523,0.0,-5.027630341573367,-3.6911700347094746e-06,0.011421553042185093,2.1921323729507507,7.597570712790358e-08,0.0,1.2172973227811276e-07,0.00017933224257816736,6.390979314327041e-05,0.010707962524426717,568800
3324.71,0.0,361,-4.490448695805406e-06,0.0001810374218827251,80,0.002060906259434959,0.0,-5.738329882612303,-4.324247015940642e-06,0.012085245220278878,2.190983680095622,7.112424211492687e-08,0.0,1.6620167967119748e-07,0.00018658175144169254,6.648224091670163e-05,0.011707062086696545,576000
3324.71,0.0,361,-4.054698197448501e-06,0.0001269212513789315,81,0.002249101391752779,0.0,-5.395484034069001,-3.85595522880563e-06,0.010997682446059549,2.192673989856054,7.582243259615078e-08,0.0,1.9874299168785843e-07,0.00012692675550162732,6.527060124225629e-05,0.010279200869235432,583200
3324.71,0.0,361,-3.524623409663015e-06,0.0001464728650232905,82,0.002241619828960331,0.0,-7.8039120854729065,-3.2833587816616908e-06,0.010293865809734497,2.1928487791806934,7.921017867143484e-08,0.0,2.4126462675124816e-07,0.00014651593317062687,6.810990626875706e-05,0.010100980074940712,590400
3324.71,0.0,360,-3.3583619674497183e-06,0.00014206371617537497,83,0.002581566705721247,0.0,-6.9135516743495975,-3.1073381932491317e-06,0.012271799578321557,2.192672113728902,9.676520249284478e-08,0.0,2.510238006071301e-07,0.00014249873739587086,7.385082810258514e-05,0.010277382666146551,597600
3324.77,0.0,360,-3.040863151489011e-06,0.00012237796348513235,84,0.0019147779406848326,0.0,-5.444674329164797,-2.9841670870324844e-06,0.011027342235945441,2.1928051279430036,5.607727753910844e-08,0.0,5.669605754466609e-08,0.0001245628665004453,5.573267838006169e-05,0.010147629841255447,604800
3324.77,0.0,360,-3.7798741894887027e-06,0.00015621055478823594,85,0.0019690800616677813,0.0,-6.485009207823288,-3.815872220739508e-06,0.011669517911406403,2.190885101200412,6.565168793680501e-08,0.0,-3.5998036125353485e-08,0.00016010070469799938,6.402443405034746e-05,0.01177374507107146,612000
3324.77,0.0,359,-1.937471966558039e-06,9.319487330595106e-05,86,0.0019644820752713565,0.0,-7.2795541643184665,-2.00494698143638e-06,0.010265079609539714,2.1921572341143136,6.557770133393593e-08,0.0,-6.74750228954264e-08,9.502736237017053e-05,6.06347857043041e-05,0.01072973294705045,619200
3324.77,0.0,360,-2.041659431230959e-06,6.772334747149707e-05,87,0.002664194407582741,0.0,-7.155127327820612,-1.9505435506569516e-06,0.009781996057856651,2.1928129532791316,9.977094131315254e-08,0.0,9.111588375735178e-08,6.688379181483354e-05,7.512306550057852e-05,0.010135526651930479,626400
3324.77,0.0,360,-2.060919444483079e-06,8.398577158105685e-05,88,0.0019357093577497242,0.0,-9.340599462039886,-1.888824121587212e-06,0.009859535837294684,2.1927415819205933,6.171309127437194e-08,0.0,1.72095311557917e-07,8.32000287331564e-05,5.97900794829839e-05,0.010216225598539625,633600
3324.65,0.0,360,-1.5707008687153424e-06,8.348173682106165e-05,89,0.002291977827801559,0.0,-10.314278950829985,-1.6165828343560557e-06,0.009803750407389272,2.1928738704434148,7.748740860753358e-08,0.0,-4.5881965156209034e-08,7.935803467575091e-05,6.52594614876375e-05,0.01007944159377268,640800
3324.65,0.0,360,-2.2165568145998204e-06,9.13280867910217e-05,90,0.0017348243568542287,0.0,-6.221939737058822,-2.2293395978000387e-06,0.01007599869482777,2.1925671996948184,5.269310079430772e-08,0.0,-1.2782788565016012e-08,9.148443731793683e-05,5.100313843291776e-05,0.010351197116737472,648000
3324.65,0.0,360,-2.276815662788056e-06,0.00011449618718899497,91,0.0018478214339027919,0.0,-8.67901314684323,-2.213357772740368e-06,0.011555683813439735,2.191025215620717,6.584438202978561e-08,0.0,6.345788851290186e-08,0.00011646533458013187,5.908549523444288e-05,0.01168329311579111,655200
3324.65,0.0,360,-1.1222220755863121e-06,6.115846460633049e-05,92,0.001903863263889444,0.0,-7.757278849857826,-1.0510634028830755e-06,0.009875937002272439,2.1928540990876138,5.667787129732557e-08,0.0,7.115866392490891e-08,6.21598766638416e-05,5.2318865184875724e-05,0.010102737321254735,662400
3324.65,0.0,360,-1.1213375072878203e-06,4.666455768726876e-05,93,0.001973080986979998,0.0,-9.541057073237404,-1.0641988931581485e-06,0.010181507999644117,2.1926974878613907,6.042954282150996e-08,0.0,5.71386043511565e-08,4.990679758165959e-05,5.662834595495585e-05,0.010266067345020554,669600
