model_prob_std,q_loss,fps,policy_entropy,advantage_norm,frames,policy_loss,rollout_prob_std,P09:episode_rewards,P01:episode_rewards,policy_gradient_loss,grad_norm,PMM:episode_rewards,explained_variance,episode_length,epoch_idx,policy_gradient_bias_correction,avg_q_retraced,avg_q_selected
0.03533307500183582,0.000963050242899044,431,2.1148507873217266,0.0681245367974043,7200,-0.0001624198651976864,0.035333074939747654,0.0,0.0,-0.0001624198651976864,0.045042396057100934,0.0,-20.96477460861206,0,1,-2.8414643323445195e-13,0.009613622243826588,0.00942688478777806
0.021261383220553397,4.909053154733556e-05,206,2.1780815283457438,0.022714889546235403,14400,-1.0716735846472148e-05,0.021261382785936197,0.0,0.0,-1.0716735846472148e-05,0.006746814287500783,0.0,-20.432491461435955,0,2,0.0,0.0017370493288126454,0.001518525732717535
0.014645370872070391,2.2838762424726157e-05,253,2.187660503387451,0.027933678372452656,21600,-5.076256178047818e-05,0.014645370778938134,0.0,0.0,-5.076256178047818e-05,0.004410805189300889,0.0,-9.168026367823282,0,3,0.0,0.0035499974592918685,0.0036971090512452065
0.02119832644239068,8.313116842752303e-05,288,2.1784743150075276,0.0651772638472418,28800,-9.726809411555829e-05,0.021198326131949823,0.0,0.0,-9.726809411555829e-05,0.008075033073005342,0.0,-21.370921484629314,0,4,0.0,0.004267803927844701,0.004283251452579862
0.01340514433880647,2.5157026967311444e-05,304,2.1892970323562624,0.02634096418817838,36000,-2.1432202911834488e-05,0.0134051444940269,0.0,0.0,-2.1432202911834488e-05,0.003036324179484828,0.0,-13.807475678126018,0,5,0.0,0.0010674829682102427,0.0011125069696087545
0.014005252501616876,4.287555259452347e-05,315,2.1882219155629477,0.04390411041676998,43200,-8.130809719659737e-05,0.014005252455050746,0.0,0.0,-8.130809719659737e-05,0.004737635288414367,0.0,-16.431708939870198,3324.6666666666665,6,0.0,0.0010378138880090166,0.0010755183830951863
0.009641813610990842,3.5422895318030594e-06,325,2.1930823008219402,0.010492610667521754,50400,1.1733287616758996e-06,0.0096418137041231,0.0,0.0,1.1733287616758996e-06,0.0011073648132472367,0.0,-16.94856939315796,3324.6666666666665,7,0.0,-0.0002667777896476764,-0.00028141906001716657
0.012625179284562667,4.109188093555834e-06,336,2.1905150572458902,0.013927705849831303,57600,2.4134595258828993e-05,0.012625179501871269,0.0,0.0,2.4134595258828993e-05,0.0017939881476530999,0.0,-9.958113479614259,3324.6666666666665,8,0.0,-0.0008648326960004246,-0.0008611565746832639
0.011500762511665623,2.2753478848850742e-05,345,2.191363493601481,0.03225467260926962,64800,5.822612714230976e-06,0.011500762403011322,0.0,0.0,5.822612714230976e-06,0.0030316949821505112,0.0,-9.289940849939983,3324.6666666666665,9,0.0,-7.92892783768669e-05,-1.4653082568353662e-05
0.009044530056416988,1.4393589928355748e-05,353,2.1936463356018066,0.02211939121286074,72000,9.886270951634894e-06,0.009044530134027203,0.0,0.0,9.886270951634894e-06,0.002075582329937551,0.0,-19.485023657480877,3324.6666666666665,10,0.0,-0.0008312468581304226,-0.0008503879476241612
0.012480986366669337,3.1118505176171615e-05,359,2.190683619181315,0.04375620618617783,79200,-1.3153979246756838e-05,0.01248098622697095,0.0,0.0,-1.3153979246756838e-05,0.003885767165204432,0.0,-8.584278885523478,3324.6666666666665,11,0.0,-1.9009350398846437e-05,-4.2246282540266596e-05
0.009530661969135205,4.8856329783575346e-06,365,2.1934197664260866,0.010299106237168114,86400,-3.1732763901951935e-05,0.009530662000179291,0.0,0.0,-3.1732763901951935e-05,0.0008470660942796456,0.0,-14.099998728434246,3324.4583333333335,12,0.0,0.0002682603901727513,0.0002720431495011629
0.011335565460224946,1.3465508326741352e-06,370,2.1919636329015098,0.005427019825826089,93600,6.515487287591289e-06,0.011335565398136774,0.0,0.0,6.515487287591289e-06,0.000612389002176807,0.0,-19.402131605148316,3324.4583333333335,13,0.0,-0.0007282428588951007,-0.0007559279518318362
0.010567280494918426,2.972071955772056e-06,375,2.1925533294677733,0.010285626755406459,100800,-2.1429562214810478e-06,0.010567280401786169,0.0,0.0,-2.1429562214810478e-06,0.0016841872587800785,0.0,-9.762012831370036,3324.4583333333335,14,0.0,0.000292127561988309,0.0003113277993785838
0.012540814684083064,2.3780449362220678e-05,380,2.1908281564712526,0.037761901148284475,108000,-1.0117190727972532e-05,0.012540814528862635,0.0,0.0,-1.0117190727972532e-05,0.003071785272362762,0.0,-14.515506712595622,3324.4583333333335,15,0.0,0.00043827618434875146,0.0005336112278503909
0.009249412765105566,6.125614898640682e-06,384,2.1936062812805175,0.012148504812891285,115200,1.1007074723086892e-06,0.00924941273406148,0.0,0.0,1.1007074723086892e-06,0.0010584043048581589,0.0,-18.928366502126057,3324.4583333333335,16,0.0,-0.0002895242654024817,-0.0002925331272611705
0.011356468929295677,1.85139764381791e-05,384,2.1919901717844463,0.034636677812788605,122400,-4.840771413318363e-08,0.012827026694089113,0.0,0.0,-3.758579342411629e-06,0.0026569696243149243,0.0,-10.740270711051092,3324.277777777778,17,3.7101716261164012e-06,1.1576812176206167e-05,4.076516593714687e-05
0.009226925740081316,4.175869102399344e-06,378,2.193766552881589,0.01560625312224994,129600,5.423391421509535e-07,0.01452974928779498,0.0,0.0,-9.851198129738489e-08,0.001073444478194486,0.0,-10.878553748042492,3324.277777777778,18,6.40851106532159e-07,-0.00030683235043532615,-0.000293723550814751
0.007656020745283937,2.788894767992667e-06,374,2.1948592402537668,0.012751459964266463,136800,2.8610998279595553e-05,0.012897329563016278,0.0,0.0,2.631576789880571e-05,0.0008298047785777401,0.0,-11.571903676977234,3324.277777777778,19,2.2952303982511546e-06,-0.0013611355509506428,-0.0013675420766900523
0.007759068541890306,3.4138442448513234e-06,371,2.194788699471762,0.014889729265142086,144000,2.034484294602819e-05,0.014247100454799476,0.0,0.0,1.9257734044217725e-05,0.0009106263512474467,0.0,-8.485361088836004,3324.277777777778,20,1.0871088901586925e-06,-0.0010921739974559936,-0.0010847277783383135
0.0069665309079250115,2.7916860038206284e-06,367,2.1952565786731304,0.013554076466413104,151200,2.4177251474943732e-05,0.012465387081108968,0.0,0.0,2.799108663378686e-05,0.0007697705748339567,0.0,-9.257625537284467,3324.277777777778,21,-3.813835278613284e-06,-0.001417378274783635,-0.001400349563148295
0.006799463679676471,2.911779189548331e-06,363,2.195350296440579,0.014198679967356692,158400,3.2836483399829594e-05,0.013593395848255897,0.0,0.0,3.3450275847619635e-05,0.0007621887437791521,0.0,-8.496373997765874,3324.277777777778,22,-6.137926372105835e-07,-0.001615680866676417,-0.0016097219714081214
0.0064280802532895,1.6933138513819097e-06,359,2.195550443362938,0.010365152760004137,165600,3.007222269221955e-05,0.013457636796110482,0.0,0.0,3.259690840505286e-05,0.0005414994767694014,0.0,-9.40400557622077,3324.2708333333335,23,-2.524685650114754e-06,-0.0014943931840293025,-0.001511618739864653
0.006151802916604553,1.0799705326720625e-06,357,2.195693395828444,0.00828157696799959,172800,2.8563384622255883e-05,0.011912754282174219,0.0,0.0,2.970116866608336e-05,0.0004252243657400871,0.0,-11.99471513191859,3324.2708333333335,24,-1.1377840254785572e-06,-0.0014089264873727522,-0.0014068965004463236
0.006027324780036852,9.334317690747308e-07,354,2.1957551031957863,0.00799332182974861,180000,2.8765555172472576e-05,0.01187825843261834,0.0,0.0,3.0381268071137543e-05,0.0004091386162135887,0.0,-9.146541353559885,3324.2708333333335,25,-1.615712968782638e-06,-0.001421609865840858,-0.0014290906939141053
0.006044040176873094,1.5569390501599305e-06,352,2.1957449503283826,0.010521624418680644,187200,2.3647795965825802e-05,0.012617862170785346,0.0,0.0,2.440989938542362e-05,0.0005010152000727498,0.0,-8.213730176346068,3324.2708333333335,26,-7.621034146408457e-07,-0.0010854311741449458,-0.0010917989358824956
0.005359648785445464,7.432313410863504e-07,350,2.1960615901341516,0.006944952083620824,194400,1.3469599276473317e-05,0.010428766808583446,0.0,0.0,1.4139457487733736e-05,0.0003145546774874122,0.0,-12.47909798990482,3324.2708333333335,27,-6.698583106424624e-07,-0.000714617717756906,-0.0007155726063343951
0.005237275862859355,1.1533896079697472e-06,348,2.1961086406972674,0.008626511267472766,201600,1.2175573493024448e-05,0.011084650522393606,0.0,0.0,1.3252493910496945e-05,0.00037980996122455974,0.0,-8.251615287699398,3324.25,28,-1.0769204314933117e-06,-0.0006307259393118632,-0.0006400037142965527
0.005422209518593267,5.083932862514008e-07,347,2.1960380649282816,0.005473822760259041,208800,8.425524623719134e-06,0.011739741411853443,0.0,0.0,9.002970659937377e-06,0.0002343581927991938,0.0,-9.280893101219146,3324.25,29,-5.774460346153863e-07,-0.000371937063030759,-0.00038045269727826094
0.0055988842746484335,4.38873814225722e-07,346,2.1959604052261072,0.005088214835780457,216000,5.817375551278776e-06,0.011635953529686152,0.0,0.0,5.610617372048061e-06,0.00021877051921388884,0.0,-13.982241014816145,3324.25,30,2.0675822685303463e-07,-0.00027690025191178495,-0.00027941768120567933
0.005504960538930304,5.925884916259593e-07,345,2.1960010024574066,0.006103488953919464,223200,5.80290253407066e-06,0.010836928101544758,0.0,0.0,5.785051439244983e-06,0.00025911786314053697,0.0,-7.864848336019213,3324.25,31,1.7851107633774866e-08,-0.00022614119257981198,-0.0002304255708388934
0.004861523555259087,6.355160738440587e-07,344,2.196263229941565,0.006295434359513656,230400,3.960899127136373e-06,0.010407723015009192,0.0,0.0,3.608719379171224e-06,0.00026884087234244015,0.0,-14.78784504889496,3324.25,32,3.5217977681901135e-07,-0.0001858965998185602,-0.00019374814527264023
0.004761314615040585,5.821577224677732e-07,342,2.1963028258148323,0.0060427808242566805,237600,2.5273230602261533e-06,0.010202129300752724,0.0,0.0,2.7119469504404746e-06,0.00024511471778214063,0.0,-10.446308983154399,3324.25,33,-1.8462390690227768e-07,-0.00010661966003353472,-0.00010759831448545791
