#{"t_start": 1542563573.2161837, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
1.0,175,6.025303
2.0,204,10.469419
1.0,175,14.595764
5.0,352,22.610298
1.0,157,26.151115
1.0,173,30.080596
0.0,129,32.799314
1.0,175,36.64538
2.0,225,41.911914
1.0,176,45.981164
1.0,151,49.206765
0.0,125,52.054548
1.0,175,55.716179
0.0,129,58.583377
3.0,252,64.45288
3.0,228,69.518636
1.0,177,73.384731
2.0,203,77.967156
2.0,184,82.054309
1.0,172,85.884225
3.0,230,91.319184
1.0,173,95.081061
3.0,254,100.917759
1.0,172,104.857743
1.0,174,108.880877
1.0,172,112.818696
9.0,382,121.526972
0.0,127,124.573021
0.0,129,127.360626
2.0,186,131.468275
0.0,129,134.089828
0.0,127,137.005679
0.0,127,139.734909
0.0,125,142.367425
5.0,328,149.789067
3.0,239,155.06367
2.0,204,159.379465
0.0,125,162.231017
0.0,129,164.96775
0.0,129,167.671833
1.0,155,171.029619
1.0,155,174.745962
0.0,127,177.473337
0.0,123,180.096097
0.0,127,182.7606
2.0,204,187.605291
4.0,306,194.620028
9.0,382,203.269698
0.0,129,205.984866
0.0,127,208.989237
0.0,129,211.648221
2.0,202,216.203054
2.0,202,220.7275
4.0,301,227.4439
0.0,129,230.281381
2.0,192,234.628021
2.0,202,239.065581
0.0,129,241.724105
0.0,129,244.638025
2.0,202,249.140822
1.0,155,252.531742
0.0,129,255.211592
0.0,129,258.053294
4.0,262,263.878771
5.0,327,271.355832
9.0,382,280.01763
0.0,127,282.573821
0.0,127,285.300827
2.0,198,289.594027
0.0,129,292.389868
2.0,202,296.665677
0.0,127,299.280836
5.0,350,307.208346
0.0,129,309.952938
0.0,125,312.565325
0.0,127,315.391126
0.0,127,317.955298
5.0,352,325.794688
0.0,127,328.580811
5.0,350,336.335534
0.0,125,339.176811
0.0,125,341.716867
0.0,127,344.44245
0.0,129,347.050431
2.0,202,351.648492
3.0,250,356.917189
5.0,350,364.713657
0.0,127,367.268679
2.0,220,372.059814
3.0,246,377.726886
5.0,350,385.846842
4.0,278,391.693403
2.0,202,396.077563
2.0,202,400.72481
0.0,127,403.429092
0.0,127,406.035257
0.0,127,408.777585
5.0,350,416.985396
0.0,127,419.734027
0.0,129,422.694592
0.0,129,425.301716
1.0,153,428.637684
3.0,248,434.130304
0.0,127,436.771409
1.0,175,440.753264
4.0,297,447.677619
2.0,205,451.936922
3.0,246,457.662068
2.0,202,461.98764
2.0,202,466.331786
4.0,297,472.924492
11.0,480,483.797806
3.0,251,489.25753
5.0,350,497.221439
0.0,129,500.085833
2.0,202,504.644766
0.0,125,507.148122
0.0,129,509.901901
0.0,127,512.454114
0.0,125,515.003696
1.0,177,519.016116
0.0,129,521.593939
1.0,155,524.992104
1.0,155,528.462622
2.0,204,532.843888
3.0,248,538.067496
9.0,404,547.097906
10.0,453,556.968119
2.0,202,561.420783
0.0,129,564.416688
0.0,129,567.279226
2.0,202,571.60337
0.0,127,574.376494
0.0,127,576.857212
0.0,129,579.564244
3.0,248,584.961142
2.0,202,589.343277
5.0,350,597.004627
0.0,127,599.85069
3.0,228,604.649302
1.0,177,608.53716
3.0,251,614.367275
0.0,125,616.877681
0.0,127,619.359592
9.0,404,628.140917
0.0,129,630.724736
4.0,299,637.466595
5.0,349,645.497037
1.0,175,649.195027
0.0,129,652.011442
6.0,381,660.283912
0.0,125,662.751986
0.0,129,665.378639
3.0,251,670.97667
0.0,129,673.535555
1.0,159,676.823013
0.0,125,679.667359
0.0,125,682.338331
2.0,200,686.602944
1.0,157,689.849225
0.0,129,692.76126
3.0,276,698.834328
2.0,204,703.27581
2.0,202,707.440276
1.0,175,711.15398
1.0,157,714.464725
0.0,125,717.028955
1.0,170,720.609828
0.0,127,723.160861
0.0,129,725.903726
0.0,127,728.540427
1.0,173,732.169554
1.0,155,735.520595
2.0,224,740.666367
2.0,222,745.567035
0.0,125,748.191628
0.0,127,750.84567
5.0,350,758.339933
0.0,127,761.19137
5.0,350,768.859167
10.0,435,778.429837
1.0,177,782.019127
4.0,319,788.905324
3.0,252,794.345063
2.0,200,798.657939
1.0,155,801.823261
8.0,477,812.503391
0.0,129,815.190079
6.0,397,824.060333
1.0,157,827.361579
0.0,127,830.089286
0.0,129,832.821055
1.0,177,836.726319
0.0,127,839.338662
0.0,127,842.042567
1.0,157,845.390377
1.0,157,848.675089
2.0,200,853.06807
5.0,350,860.413033
0.0,129,862.991426
1.0,178,866.82593
1.0,175,870.488759
0.0,125,873.061355
5.0,350,880.907982
2.0,222,885.380641
1.0,157,888.912163
1.0,157,892.056347
0.0,129,894.656866
6.0,417,903.944137
1.0,178,907.708966
3.0,269,913.546934
1.0,155,916.756166
1.0,153,919.811453
6.0,399,928.669925
1.0,173,932.133699
2.0,224,936.85614
5.0,350,944.585784
5.0,350,952.044857
4.0,299,958.499268
2.0,220,963.024617
1.0,176,966.829992
0.0,127,969.523549
8.0,372,978.015769
3.0,238,983.019999
1.0,173,986.510518
5.0,323,993.861642
1.0,157,997.059501
3.0,232,1002.325522
3.0,237,1007.556391
0.0,129,1010.200557
1.0,153,1013.384045
1.0,176,1016.865416
0.0,125,1019.462862
3.0,270,1025.629594
0.0,125,1028.125228
1.0,157,1031.362761
9.0,404,1040.169638
2.0,203,1044.392398
6.0,396,1052.992238
0.0,129,1055.509386
3.0,270,1061.518414
4.0,277,1067.258337
2.0,200,1071.738985
9.0,527,1083.423733
0.0,127,1086.006287
6.0,340,1093.298713
2.0,221,1097.860837
0.0,125,1100.276089
8.0,428,1109.405716
0.0,127,1111.87651
2.0,183,1115.773747
0.0,125,1118.185682
5.0,350,1125.981493
2.0,207,1130.044561
3.0,213,1134.619184
4.0,299,1141.158093
4.0,273,1147.160609
5.0,291,1153.601438
3.0,254,1159.164104
9.0,404,1167.83257
2.0,183,1171.786416
4.0,285,1177.676228
13.0,580,1190.368024
5.0,330,1197.590696
1.0,178,1201.139278
0.0,127,1203.766247
2.0,202,1208.179047
11.0,500,1218.814071
1.0,175,1222.391379
7.0,337,1229.517271
3.0,228,1234.062629
5.0,292,1240.328451
2.0,204,1244.404999
3.0,265,1249.995955
3.0,248,1254.933276
3.0,233,1259.674413
4.0,275,1265.536849
6.0,302,1271.90349
6.0,378,1279.829223
3.0,212,1284.306625
1.0,155,1287.415554
4.0,299,1293.479347
7.0,388,1301.425481
6.0,339,1308.447462
10.0,347,1315.485954
8.0,281,1321.143273
6.0,367,1328.816546
6.0,356,1336.317332
5.0,331,1343.010924
13.0,368,1350.81342
22.0,385,1358.924243
11.0,422,1367.439613
8.0,279,1373.278486
5.0,310,1379.669744
13.0,510,1390.292061
10.0,454,1399.228149
7.0,380,1407.330079
8.0,438,1416.353734
6.0,338,1423.474292
11.0,585,1435.652445
9.0,347,1442.610224
11.0,603,1455.182044
7.0,371,1462.511418
11.0,558,1473.975276
5.0,311,1480.347912
9.0,489,1490.275488
9.0,450,1499.403698
12.0,536,1510.249346
12.0,535,1521.159928
5.0,350,1528.314426
5.0,352,1535.336092
2.0,221,1539.93237
11.0,563,1551.511334
30.0,493,1561.494413
9.0,491,1571.613513
10.0,432,1580.360497
9.0,484,1590.166252
18.0,533,1601.171785
18.0,533,1611.984657
10.0,453,1621.061156
13.0,451,1630.168623
6.0,379,1637.859136
14.0,599,1650.03979
8.0,279,1655.787475
9.0,345,1662.402662
4.0,261,1667.705648
19.0,549,1678.887262
21.0,674,1692.551361
13.0,470,1702.157233
8.0,412,1710.303336
16.0,449,1719.413105
21.0,638,1732.292021
13.0,369,1739.722288
9.0,463,1749.199433
11.0,580,1760.957827
12.0,588,1772.908761
10.0,505,1782.971134
22.0,661,1796.465911
21.0,429,1805.002424
17.0,632,1817.932312
18.0,630,1830.844175
14.0,579,1842.327214
13.0,526,1852.716411
9.0,485,1862.415463
13.0,621,1874.925617
13.0,351,1882.028505
15.0,560,1893.320341
18.0,610,1905.670952
17.0,514,1916.075504
19.0,573,1927.485319
20.0,679,1940.837537
19.0,560,1951.972776
